mmsi,timestamp,lat,lon,sog,cog,vessel_name,imo,vessel_type,type_code,length,width,draught
636383460,2019-06-11T02:35:58Z,35.321348,27.10271,11.3,166.9,MAERSK JEWEL I93,9891673,Bulk Carrier,70,133,54,11.5
636444024,2019-06-11T02:35:58Z,34.593645,35.50038,9.5,22.8,OCEAN JEWEL M34,9772360,Fishing,30,300,31,7.4
636495672,2019-06-11T02:35:58Z,33.226907,31.865468,17.7,229.0,HELLAS NAVIGATOR Z58,9236129,Container Ship,70,195,51,11.3
636502004,2019-06-11T02:35:58Z,31.292061,32.541708,18.9,219.3,STENA JEWEL X73,9132383,LNG Carrier,84,129,55,16.4
636564252,2019-06-11T02:35:58Z,35.856241,27.059032,11.2,79.4,SEASPAN STAR F94,9557797,Product Tanker,81,233,52,13.7
636588954,2019-06-11T02:35:58Z,35.826702,28.545907,10.7,256.9,CMA CGM EAGLE M96,9343290,Chemical Tanker,82,175,44,15.1
636630310,2019-06-11T02:35:58Z,33.140135,34.040239,12.6,245.4,MV JEWEL G96,9838231,Chemical Tanker,82,218,26,10.2
636632690,2019-06-11T02:35:58Z,33.461153,28.907332,15.1,120.9,PACIFIC TRADER G87,9588879,LNG Carrier,84,195,43,8.7
636892680,2019-06-11T02:35:58Z,34.728142,35.28261,20.0,336.1,STENA FALCON A80,9884304,Container Ship,70,153,21,7.6
636902448,2019-06-11T02:35:58Z,34.702917,35.444522,12.0,167.0,OCEAN HORIZON D79,9980227,Product Tanker,81,255,15,11.9
636992388,2019-06-11T02:35:58Z,34.381187,34.801445,9.5,260.6,MT FALCON K87,9714213,General Cargo,70,207,54,11.9
205275064,2019-06-11T03:35:58Z,35.156198,29.803765,8.1,281.4,MT GLORY C38,9118132,Fishing,30,163,44,15.6
205378779,2019-06-11T03:35:58Z,35.011976,27.101964,12.9,133.4,MINERVA HORIZON F99,9650709,Chemical Tanker,82,210,25,16.2
205393184,2019-06-11T03:35:58Z,34.188915,34.08588,7.3,305.2,MINERVA FALCON B65,9107716,Fishing,30,180,24,15.8
205621568,2019-06-11T03:35:58Z,34.129981,31.807687,7.2,211.4,STENA FALCON J73,9447919,Fishing,30,296,33,11.7
205828643,2019-06-11T03:35:58Z,32.338188,32.194057,18.5,123.4,CMA CGM GLORY H13,9258521,Container Ship,70,119,22,10.1
205976070,2019-06-11T03:35:58Z,32.40984,29.919015,17.6,301.4,MINERVA STAR C96,9858173,Container Ship,70,233,44,14.1
211302078,2019-06-11T03:35:58Z,33.176246,34.735807,12.3,67.6,OCEAN JEWEL G51,9203147,General Cargo,70,318,15,13.0
211389232,2019-06-11T03:35:58Z,34.769021,29.565091,12.0,101.5,MINERVA OASIS L42,9933869,Crude Oil Tanker,80,338,24,16.2
211408860,2019-06-11T03:35:58Z,31.417878,29.562116,12.3,308.7,STENA CARRIER X26,9227600,Product Tanker,81,171,29,6.4
211505362,2019-06-11T03:35:58Z,32.471253,28.148034,19.6,139.3,SEASPAN STAR M39,9604021,Container Ship,70,263,25,7.9
211654350,2019-06-11T03:35:58Z,33.694655,33.905887,10.5,107.9,MINERVA CARRIER Z30,9937875,Crude Oil Tanker,80,185,41,8.2
211894287,2019-06-11T03:35:58Z,35.573534,30.609172,5.5,275.7,MT SPIRIT C70,9485016,Fishing,30,142,51,12.7
211922870,2019-06-11T03:35:58Z,34.023395,34.675207,13.5,36.3,SEASPAN GLORY J76,9967421,Product Tanker,81,139,45,10.2
211970716,2019-06-11T03:35:58Z,32.728657,34.183367,10.2,42.6,MINERVA CARRIER R90,9812494,Crude Oil Tanker,80,284,47,8.0
211993493,2019-06-11T03:35:58Z,32.934478,34.064461,9.7,257.5,MT STAR P28,9791072,Fishing,30,115,44,8.1
235135283,2019-06-11T03:35:58Z,34.646783,32.479867,21.9,273.9,SEASPAN HORIZON K25,9956275,Container Ship,70,333,41,8.2
235158999,2019-06-11T03:35:58Z,35.245441,33.643143,5.2,265.3,GLOBAL HORIZON Z82,9751548,Fishing,30,206,21,11.8
235206216,2019-06-11T03:35:58Z,34.0499,27.184439,11.7,252.3,GLOBAL TRADER J75,9986037,Chemical Tanker,82,163,18,7.8
235231358,2019-06-11T03:35:58Z,32.18737,28.438531,12.7,154.0,EVER TRADER C94,9759838,Chemical Tanker,82,191,44,15.8
235289941,2019-06-11T03:35:58Z,31.913965,29.640971,12.2,137.1,GLOBAL SPIRIT G27,9142691,Chemical Tanker,82,313,21,14.0
235298939,2019-06-11T03:35:58Z,32.475985,32.382472,12.9,242.0,GLOBAL GLORY M89,9660204,Chemical Tanker,82,270,31,12.6
235373584,2019-06-11T03:35:58Z,32.848704,35.163393,12.4,1.4,SEASPAN TRADER Y71,9925714,Chemical Tanker,82,233,34,14.9
235433886,2019-06-11T03:35:58Z,34.800344,35.541309,20.0,26.3,OCEAN JEWEL L97,9382652,Container Ship,70,290,16,7.3
235678830,2019-06-11T03:35:58Z,34.63422,33.106014,10.6,136.5,PACIFIC LEADER O91,9310708,Crude Oil Tanker,80,274,41,13.8
235721055,2019-06-11T03:35:58Z,31.339719,31.722259,15.6,298.4,MV PIONEER O49,9955187,LNG Carrier,84,106,55,11.5
235743080,2019-06-11T03:35:58Z,34.041325,34.351335,12.0,90.4,CMA CGM EAGLE O48,9822592,Chemical Tanker,82,350,36,16.2
235816042,2019-06-11T03:35:58Z,35.454367,32.539894,13.8,105.8,EVER LEADER U53,9301599,Product Tanker,81,135,51,10.1
235827493,2019-06-11T03:35:58Z,34.987283,35.138163,10.2,214.3,OCEAN HORIZON W49,9740619,Bulk Carrier,70,225,41,9.6
235853780,2019-06-11T03:35:58Z,33.975777,34.96561,14.4,40.7,GLOBAL OASIS J61,9123370,Crude Oil Tanker,80,144,40,12.4
235871650,2019-06-11T03:35:58Z,31.278031,30.965131,11.9,58.8,CMA CGM FALCON Q57,9419241,General Cargo,70,214,15,9.0
235936712,2019-06-11T03:35:58Z,33.588275,34.90938,16.9,303.5,EVER TRADER Z17,9206647,Container Ship,70,346,53,16.5
235984032,2019-06-11T03:35:58Z,35.847808,29.236013,10.5,288.9,MINERVA EAGLE S94,9257963,General Cargo,70,238,47,7.0
240142940,2019-06-11T03:35:58Z,34.863754,30.463296,10.2,326.9,OCEAN STAR N64,9528592,General Cargo,70,155,42,12.7
240162890,2019-06-11T03:35:58Z,32.28508,30.5018,12.9,211.8,MINERVA STAR M43,9709413,Crude Oil Tanker,80,328,18,14.6
240237003,2019-06-11T03:35:58Z,35.229539,35.933969,10.3,174.2,HELLAS EAGLE V42,9593500,General Cargo,70,259,20,13.8
240333312,2019-06-11T03:35:58Z,33.74698,35.33361,10.5,170.7,CMA CGM EAGLE D14,9565862,Chemical Tanker,82,138,21,9.3
240450427,2019-06-11T03:35:58Z,34.011519,33.905626,10.3,122.7,STENA FALCON K53,9947776,Bulk Carrier,70,278,33,7.5
240527950,2019-06-11T03:35:58Z,30.954917,29.946692,9.3,60.4,HELLAS EAGLE L96,9302888,Bulk Carrier,70,122,45,15.8
240627937,2019-06-11T03:35:58Z,35.176392,32.261184,10.5,109.5,EVER HORIZON K17,9864903,General Cargo,70,184,50,15.7
240762275,2019-06-11T03:35:58Z,34.879652,30.749324,12.8,127.2,SEASPAN TRADER B68,9414250,Crude Oil Tanker,80,253,43,8.7
240805280,2019-06-11T03:35:58Z,31.62556,31.823776,18.8,234.9,STENA LEADER F57,9959881,LNG Carrier,84,177,38,14.9
240861781,2019-06-11T03:35:58Z,33.173874,33.749201,17.0,109.5,SEASPAN JEWEL U51,9954084,Container Ship,70,349,17,13.1
256145827,2019-06-11T03:35:58Z,31.987624,32.271431,12.6,178.0,SEASPAN PIONEER K73,9825760,Product Tanker,81,251,20,10.7
256177687,2019-06-11T03:35:58Z,33.971791,32.994695,20.0,110.4,STENA PIONEER L65,9928882,Container Ship,70,194,29,10.6
256217749,2019-06-11T03:35:58Z,32.902392,28.771129,5.6,133.7,NORDIC EAGLE Q80,9210832,Fishing,30,275,31,7.9
256281046,2019-06-11T03:35:58Z,31.037747,33.873529,13.5,198.0,EVER HORIZON A48,9635616,Product Tanker,81,309,18,15.9
256288608,2019-06-11T03:35:58Z,32.149639,32.478301,16.3,305.4,MT FALCON T44,9724166,LNG Carrier,84,302,26,9.1
256315665,2019-06-11T03:35:58Z,32.226324,27.761095,9.6,158.6,EVER JEWEL S12,9143609,General Cargo,70,161,20,8.5
256365165,2019-06-11T03:35:58Z,33.401562,31.820283,12.1,241.9,MAERSK HORIZON G53,9227248,Product Tanker,81,193,42,11.3
256393224,2019-06-11T03:35:58Z,31.603587,33.196561,17.2,56.5,HELLAS OASIS Y81,9874315,LNG Carrier,84,266,37,11.7
256441240,2019-06-11T03:35:58Z,34.486168,33.599183,15.6,332.8,SEASPAN EAGLE G88,9605857,LNG Carrier,84,285,21,12.9
256475671,2019-06-11T03:35:58Z,32.163783,34.293576,14.7,322.2,MV GLORY J26,9460257,Crude Oil Tanker,80,130,35,16.4
256527258,2019-06-11T03:35:58Z,29.820677,29.229738,12.1,250.8,HELLAS OASIS D84,9830719,General Cargo,70,193,31,14.9
256552696,2019-06-11T03:35:58Z,32.350748,29.628833,12.4,338.1,MV TRADER H72,9433400,Bulk Carrier,70,106,18,13.0
256565759,2019-06-11T03:35:58Z,35.455712,29.152444,20.8,269.4,NORDIC CARRIER T29,9701032,Container Ship,70,189,33,15.5
256568572,2019-06-11T03:35:58Z,32.393855,33.373122,18.7,283.4,OCEAN EAGLE C22,9145430,LNG Carrier,84,202,29,14.8
256615217,2019-06-11T03:35:58Z,34.16243,33.484101,18.0,102.8,CMA CGM NAVIGATOR U58,9800758,Container Ship,70,331,36,8.5
256771015,2019-06-11T03:35:58Z,35.286829,31.041597,10.5,273.7,HELLAS HORIZON Z72,9350698,Bulk Carrier,70,210,40,11.0
256842521,2019-06-11T03:35:58Z,32.369731,34.137938,20.5,216.2,MV HORIZON J11,9336746,Container Ship,70,178,33,6.8
256860912,2019-06-11T03:35:58Z,33.338884,33.175004,16.4,209.0,PACIFIC LEADER R77,9410214,LNG Carrier,84,288,21,7.2
256939544,2019-06-11T03:35:58Z,33.512159,34.73957,9.9,123.9,MAERSK STAR M73,9958004,Fishing,30,304,40,14.0
256941632,2019-06-11T03:35:58Z,33.529926,34.853112,12.3,293.4,CMA CGM LEADER F45,9584592,Crude Oil Tanker,80,151,50,13.8
256945403,2019-06-11T03:35:58Z,33.248221,35.723638,11.6,2.5,OCEAN PIONEER U10,9198472,Bulk Carrier,70,130,28,7.7
256975279,2019-06-11T03:35:58Z,35.972279,29.300254,9.4,113.6,MINERVA LEADER W18,9894118,Bulk Carrier,70,272,51,12.9
311252269,2019-06-11T03:35:58Z,33.09814,33.168907,11.0,9.5,MSC EAGLE D36,9759708,Chemical Tanker,82,164,46,16.0
311294121,2019-06-11T03:35:58Z,34.297076,31.882497,13.7,208.3,MAERSK FALCON X96,9813830,Product Tanker,81,191,37,8.3
311423487,2019-06-11T03:35:58Z,33.869398,34.255064,9.7,305.2,SEASPAN GLORY J23,9829144,Bulk Carrier,70,188,42,5.8
311612167,2019-06-11T03:35:58Z,33.790991,35.663238,13.3,292.0,MV JEWEL I88,9495329,Chemical Tanker,82,256,19,11.9
311740473,2019-06-11T03:35:58Z,33.222285,35.332612,11.2,37.4,EVER OASIS B69,9613733,Crude Oil Tanker,80,235,24,7.2
311747386,2019-06-11T03:35:58Z,32.440295,33.158634,10.1,34.8,HELLAS HORIZON V85,9363478,Bulk Carrier,70,209,36,6.8
311748580,2019-06-11T03:35:58Z,31.502279,29.16919,12.4,65.4,STENA PIONEER H72,9968753,Crude Oil Tanker,80,147,53,15.0
311788718,2019-06-11T03:35:58Z,35.514333,31.01891,13.7,120.0,GLOBAL OASIS V61,9943218,Product Tanker,81,192,33,15.0
311815491,2019-06-11T03:35:58Z,34.636112,33.044315,17.1,269.1,MSC OASIS T49,9359696,Container Ship,70,197,23,15.7
311819823,2019-06-11T03:35:58Z,31.685605,34.702339,14.4,193.4,NORDIC OASIS S31,9505290,Chemical Tanker,82,203,21,7.6
311827889,2019-06-11T03:35:58Z,35.631222,30.581005,16.6,279.2,SEASPAN STAR J83,9655741,LNG Carrier,84,251,47,12.1
311899765,2019-06-11T03:35:58Z,33.924835,34.891082,12.7,119.2,MAERSK STAR N66,9121135,Chemical Tanker,82,258,48,5.6
311947216,2019-06-11T03:35:58Z,33.23487,28.921808,11.0,142.7,GLOBAL STAR F75,9509720,Chemical Tanker,82,187,22,13.0
352123032,2019-06-11T03:35:58Z,35.590582,35.988458,14.4,66.7,STENA TRADER C52,9894924,Crude Oil Tanker,80,288,38,5.5
352166316,2019-06-11T03:35:58Z,35.029173,32.368216,19.7,77.6,EVER JEWEL M49,9946260,Container Ship,70,284,55,12.5
352299640,2019-06-11T03:35:58Z,33.923155,35.538934,16.0,232.3,HELLAS LEADER F40,9894297,LNG Carrier,84,277,47,15.4
352308475,2019-06-11T03:35:58Z,35.859915,29.829161,18.0,239.5,OCEAN LEADER P32,9417373,LNG Carrier,84,223,38,5.6
352329282,2019-06-11T03:35:58Z,33.706058,33.85471,9.5,263.0,MT CARRIER L97,9396091,General Cargo,70,162,54,9.8
352650672,2019-06-11T03:35:58Z,35.496081,35.597591,4.1,62.2,MSC PIONEER X69,9305495,Fishing,30,250,54,16.0
352667783,2019-06-11T03:35:58Z,33.474189,29.953751,11.8,107.8,MINERVA HORIZON G45,9329956,Chemical Tanker,82,212,28,5.7
352668646,2019-06-11T03:35:58Z,30.746781,29.821075,15.4,60.4,SEASPAN PIONEER X31,9730985,LNG Carrier,84,347,53,6.8
352705302,2019-06-11T03:35:58Z,35.199075,29.180802,11.6,246.2,MAERSK HORIZON Q19,9170106,General Cargo,70,274,31,11.0
352763802,2019-06-11T03:35:58Z,33.333242,32.730313,4.9,301.7,SEASPAN FALCON S71,9208710,Fishing,30,234,26,5.6
352770824,2019-06-11T03:35:58Z,31.431576,29.604448,12.8,240.4,MSC HORIZON W80,9922045,Chemical Tanker,82,344,32,6.3
352787592,2019-06-11T03:35:58Z,34.375681,29.267787,9.2,111.1,MINERVA HORIZON D20,9807958,Bulk Carrier,70,314,46,14.6
352820601,2019-06-11T03:35:58Z,32.557188,33.270337,15.7,57.0,MSC PIONEER O14,9225432,LNG Carrier,84,146,50,9.2
352826474,2019-06-11T03:35:58Z,34.209646,29.717106,5.9,256.1,OCEAN OASIS L59,9390002,Fishing,30,283,22,12.5
352878610,2019-06-11T03:35:58Z,31.541273,33.249344,18.1,37.6,SEASPAN OASIS I44,9276786,LNG Carrier,84,294,18,8.1
352891274,2019-06-11T03:35:58Z,31.182174,30.875972,15.5,262.4,MV NAVIGATOR E69,9398758,LNG Carrier,84,297,15,8.1
352898065,2019-06-11T03:35:58Z,35.882364,35.566206,18.4,229.3,SEASPAN SPIRIT L91,9795117,Container Ship,70,100,40,12.3
352926965,2019-06-11T03:35:58Z,33.683441,30.326379,19.9,335.7,GLOBAL JEWEL Q31,9683731,Container Ship,70,146,22,7.5
370225049,2019-06-11T03:35:58Z,34.186621,29.625453,13.2,258.7,OCEAN NAVIGATOR V11,9285151,Product Tanker,81,281,35,14.4
370275198,2019-06-11T03:35:58Z,35.618375,35.345813,12.2,268.4,OCEAN FALCON M89,9957338,Product Tanker,81,151,20,12.7
370431265,2019-06-11T03:35:58Z,35.107921,27.377764,14.7,37.2,CMA CGM EAGLE E47,9924701,Crude Oil Tanker,80,101,34,14.4
370478888,2019-06-11T03:35:58Z,34.769024,31.452276,4.6,95.0,NORDIC STAR L44,9442752,Fishing,30,205,44,6.7
370607711,2019-06-11T03:35:58Z,31.280346,31.354076,10.7,68.2,MV TRADER E86,9988089,Crude Oil Tanker,80,190,30,11.5
370751451,2019-06-11T03:35:58Z,34.761785,27.697039,18.0,180.4,STENA GLORY A35,9387116,LNG Carrier,84,244,18,6.6
370885574,2019-06-11T03:35:58Z,29.88776,34.375963,14.0,105.5,OCEAN NAVIGATOR L26,9759797,Chemical Tanker,82,143,45,13.6
370896665,2019-06-11T03:35:58Z,35.065211,31.665156,4.8,100.6,PACIFIC CARRIER A64,9348597,Fishing,30,195,44,11.1
370971068,2019-06-11T03:35:58Z,32.255009,32.879035,12.5,169.5,OCEAN GLORY U79,9607006,Bulk Carrier,70,348,31,9.7
538183870,2019-06-11T03:35:58Z,35.463378,33.152359,12.4,93.4,NORDIC JEWEL N22,9827168,General Cargo,70,109,21,8.3
538226886,2019-06-11T03:35:58Z,32.784535,34.632653,14.3,210.6,MAERSK LEADER C92,9450733,Chemical Tanker,82,181,22,6.4
538232025,2019-06-11T03:35:58Z,32.912229,34.681052,9.2,126.3,CMA CGM NAVIGATOR C93,9641280,Fishing,30,228,18,6.3
538307667,2019-06-11T03:35:58Z,33.367547,32.557176,13.3,289.2,STENA SPIRIT O11,9999670,Product Tanker,81,204,22,15.8
538327565,2019-06-11T03:35:58Z,35.518795,28.302311,11.4,109.8,STENA JEWEL J10,9830296,Chemical Tanker,82,322,39,9.7
538349571,2019-06-11T03:35:58Z,35.194802,29.346397,13.0,272.4,MV JEWEL A17,9156601,Crude Oil Tanker,80,220,35,7.8
538359373,2019-06-11T03:35:58Z,31.643597,31.589725,10.7,223.8,MT LEADER S57,9553198,Chemical Tanker,82,262,32,5.8
538372003,2019-06-11T03:35:58Z,35.194916,30.019832,13.2,151.5,MSC JEWEL W81,9541091,Crude Oil Tanker,80,336,42,9.8
538425199,2019-06-11T03:35:58Z,33.61343,30.4043,11.7,107.2,OCEAN NAVIGATOR W80,9344125,General Cargo,70,110,35,16.1
538555688,2019-06-11T03:35:58Z,35.095545,34.363475,13.8,288.2,GLOBAL CARRIER T36,9490411,Product Tanker,81,246,35,6.9
538642524,2019-06-11T03:35:58Z,34.690044,30.833752,12.9,108.1,PACIFIC NAVIGATOR X47,9267065,Crude Oil Tanker,80,337,24,9.0
538668425,2019-06-11T03:35:58Z,31.40332,31.926173,15.5,240.8,STENA SPIRIT O36,9952396,LNG Carrier,84,343,21,8.5
538743957,2019-06-11T03:35:58Z,31.824789,30.105049,12.9,353.9,STENA NAVIGATOR O82,9386778,Chemical Tanker,82,142,28,11.6
538822943,2019-06-11T03:35:58Z,33.359657,28.942994,19.0,288.2,MV FALCON M45,9884773,LNG Carrier,84,189,42,5.8
538873879,2019-06-11T03:35:58Z,31.75429,31.481115,11.8,249.7,MSC HORIZON X89,9311933,Product Tanker,81,340,50,10.0
636383460,2019-06-11T03:35:58Z,35.298821,27.121274,13.3,157.0,MAERSK JEWEL I93,9891673,Bulk Carrier,70,133,54,11.5
636444024,2019-06-11T03:35:58Z,34.573591,35.510493,4.6,21.7,OCEAN JEWEL M34,9772360,Fishing,30,300,31,7.4
636495672,2019-06-11T03:35:58Z,33.290399,31.833746,21.9,221.0,HELLAS NAVIGATOR Z58,9236129,Container Ship,70,195,51,11.3
636502004,2019-06-11T03:35:58Z,31.249339,32.550136,18.6,214.9,STENA JEWEL X73,9132383,LNG Carrier,84,129,55,16.4
636564252,2019-06-11T03:35:58Z,35.871864,27.085716,13.0,80.6,SEASPAN STAR F94,9557797,Product Tanker,81,233,52,13.7
636588954,2019-06-11T03:35:58Z,35.831007,28.521227,10.8,264.9,CMA CGM EAGLE M96,9343290,Chemical Tanker,82,175,44,15.1
636630310,2019-06-11T03:35:58Z,33.162429,33.998537,11.7,243.6,MV JEWEL G96,9838231,Chemical Tanker,82,218,26,10.2
636632690,2019-06-11T03:35:58Z,33.392891,28.931094,16.5,121.6,PACIFIC TRADER G87,9588879,LNG Carrier,84,195,43,8.7
636892680,2019-06-11T03:35:58Z,34.707883,35.218891,17.0,337.0,STENA FALCON A80,9884304,Container Ship,70,153,21,7.6
636902448,2019-06-11T03:35:58Z,34.652947,35.497375,13.7,171.7,OCEAN HORIZON D79,9980227,Product Tanker,81,255,15,11.9
636992388,2019-06-11T03:35:58Z,34.371874,34.733547,10.0,267.6,MT FALCON K87,9714213,General Cargo,70,207,54,11.9
205275064,2019-06-11T04:35:58Z,35.15434,29.702735,8.5,286.2,MT GLORY C38,9118132,Fishing,30,163,44,15.6
205378779,2019-06-11T04:35:58Z,34.975222,27.056599,11.7,140.5,MINERVA HORIZON F99,9650709,Chemical Tanker,82,210,25,16.2
205393184,2019-06-11T04:35:58Z,34.245417,34.066718,4.3,306.6,MINERVA FALCON B65,9107716,Fishing,30,180,24,15.8
205621568,2019-06-11T04:35:58Z,34.04115,31.679128,6.1,211.4,STENA FALCON J73,9447919,Fishing,30,296,33,11.7
205828643,2019-06-11T04:35:58Z,32.306346,32.289239,20.3,123.7,CMA CGM GLORY H13,9258521,Container Ship,70,119,22,10.1
205976070,2019-06-11T04:35:58Z,32.505575,29.833719,18.9,298.4,MINERVA STAR C96,9858173,Container Ship,70,233,44,14.1
211302078,2019-06-11T04:35:58Z,33.212793,34.834925,11.6,79.2,OCEAN JEWEL G51,9203147,General Cargo,70,318,15,13.0
211370149,2019-06-11T04:35:58Z,35.671716,35.067467,14.0,213.7,HELLAS JEWEL A75,9201717,Product Tanker,81,166,30,14.3
211389232,2019-06-11T04:35:58Z,34.720272,29.676012,14.3,112.4,MINERVA OASIS L42,9933869,Crude Oil Tanker,80,338,24,16.2
211408860,2019-06-11T04:35:58Z,31.446734,29.564017,12.8,311.2,STENA CARRIER X26,9227600,Product Tanker,81,171,29,6.4
211505362,2019-06-11T04:35:58Z,32.430208,28.093605,17.3,136.0,SEASPAN STAR M39,9604021,Container Ship,70,263,25,7.9
211654350,2019-06-11T04:35:58Z,33.696899,33.941297,14.5,110.9,MINERVA CARRIER Z30,9937875,Crude Oil Tanker,80,185,41,8.2
211894287,2019-06-11T04:35:58Z,35.551327,30.540478,4.4,278.7,MT SPIRIT C70,9485016,Fishing,30,142,51,12.7
211922870,2019-06-11T04:35:58Z,34.044523,34.662927,13.6,28.7,SEASPAN GLORY J76,9967421,Product Tanker,81,139,45,10.2
211970716,2019-06-11T04:35:58Z,32.760495,34.258725,14.7,52.9,MINERVA CARRIER R90,9812494,Crude Oil Tanker,80,284,47,8.0
211993493,2019-06-11T04:35:58Z,32.96079,34.008832,8.4,272.4,MT STAR P28,9791072,Fishing,30,115,44,8.1
235135283,2019-06-11T04:35:58Z,34.618966,32.43177,21.6,278.2,SEASPAN HORIZON K25,9956275,Container Ship,70,333,41,8.2
235158999,2019-06-11T04:35:58Z,35.231641,33.513025,4.2,252.6,GLOBAL HORIZON Z82,9751548,Fishing,30,206,21,11.8
235206216,2019-06-11T04:35:58Z,34.013444,27.148599,10.6,248.8,GLOBAL TRADER J75,9986037,Chemical Tanker,82,163,18,7.8
235231358,2019-06-11T04:35:58Z,32.147616,28.498829,11.2,138.7,EVER TRADER C94,9759838,Chemical Tanker,82,191,44,15.8
235289941,2019-06-11T04:35:58Z,31.799815,29.609725,12.4,154.6,GLOBAL SPIRIT G27,9142691,Chemical Tanker,82,313,21,14.0
235298939,2019-06-11T04:35:58Z,32.46378,32.323086,11.6,244.2,GLOBAL GLORY M89,9660204,Chemical Tanker,82,270,31,12.6
235373584,2019-06-11T04:35:58Z,32.960607,35.135132,14.0,13.9,SEASPAN TRADER Y71,9925714,Chemical Tanker,82,233,34,14.9
235433886,2019-06-11T04:35:58Z,34.758794,35.508601,17.8,23.4,OCEAN JEWEL L97,9382652,Container Ship,70,290,16,7.3
235678830,2019-06-11T04:35:58Z,34.602066,33.057279,10.9,138.3,PACIFIC LEADER O91,9310708,Crude Oil Tanker,80,274,41,13.8
235721055,2019-06-11T04:35:58Z,31.356382,31.629383,19.0,298.3,MV PIONEER O49,9955187,LNG Carrier,84,106,55,11.5
235743080,2019-06-11T04:35:58Z,34.08999,34.46883,12.8,94.8,CMA CGM EAGLE O48,9822592,Chemical Tanker,82,350,36,16.2
235816042,2019-06-11T04:35:58Z,35.389114,32.545021,11.9,86.5,EVER LEADER U53,9301599,Product Tanker,81,135,51,10.1
235827493,2019-06-11T04:35:58Z,34.903727,35.098305,10.1,206.2,OCEAN HORIZON W49,9740619,Bulk Carrier,70,225,41,9.6
235853780,2019-06-11T04:35:58Z,33.979668,34.986512,12.5,38.0,GLOBAL OASIS J61,9123370,Crude Oil Tanker,80,144,40,12.4
235871650,2019-06-11T04:35:58Z,31.362729,31.093493,9.7,58.6,CMA CGM FALCON Q57,9419241,General Cargo,70,214,15,9.0
235936712,2019-06-11T04:35:58Z,33.585638,34.799636,18.6,304.9,EVER TRADER Z17,9206647,Container Ship,70,346,53,16.5
235984032,2019-06-11T04:35:58Z,35.876776,29.172055,9.9,276.0,MINERVA EAGLE S94,9257963,General Cargo,70,238,47,7.0
240142940,2019-06-11T04:35:58Z,34.824263,30.375406,11.4,331.3,OCEAN STAR N64,9528592,General Cargo,70,155,42,12.7
240162890,2019-06-11T04:35:58Z,32.269881,30.357243,14.1,215.0,MINERVA STAR M43,9709413,Crude Oil Tanker,80,328,18,14.6
240237003,2019-06-11T04:35:58Z,35.17601,35.92528,11.4,169.3,HELLAS EAGLE V42,9593500,General Cargo,70,259,20,13.8
240333312,2019-06-11T04:35:58Z,33.747141,35.347031,12.4,180.0,CMA CGM EAGLE D14,9565862,Chemical Tanker,82,138,21,9.3
240450427,2019-06-11T04:35:58Z,33.928632,34.042106,9.5,107.4,STENA FALCON K53,9947776,Bulk Carrier,70,278,33,7.5
240527950,2019-06-11T04:35:58Z,30.999077,29.952553,12.5,42.2,HELLAS EAGLE L96,9302888,Bulk Carrier,70,122,45,15.8
240627937,2019-06-11T04:35:58Z,35.187956,32.359238,11.8,110.1,EVER HORIZON K17,9864903,General Cargo,70,184,50,15.7
240762275,2019-06-11T04:35:58Z,34.812393,30.730939,14.8,137.0,SEASPAN TRADER B68,9414250,Crude Oil Tanker,80,253,43,8.7
240805280,2019-06-11T04:35:58Z,31.635983,31.801845,18.3,242.9,STENA LEADER F57,9959881,LNG Carrier,84,177,38,14.9
240861781,2019-06-11T04:35:58Z,33.174634,33.845701,19.7,104.8,SEASPAN JEWEL U51,9954084,Container Ship,70,349,17,13.1
256145827,2019-06-11T04:35:58Z,31.928006,32.33374,11.3,174.9,SEASPAN PIONEER K73,9825760,Product Tanker,81,251,20,10.7
256177687,2019-06-11T04:35:58Z,33.975786,33.039139,19.1,103.3,STENA PIONEER L65,9928882,Container Ship,70,194,29,10.6
256217749,2019-06-11T04:35:58Z,32.857871,28.865631,6.4,127.0,NORDIC EAGLE Q80,9210832,Fishing,30,275,31,7.9
256281046,2019-06-11T04:35:58Z,30.993643,33.848803,13.9,199.0,EVER HORIZON A48,9635616,Product Tanker,81,309,18,15.9
256288608,2019-06-11T04:35:58Z,32.239449,32.396902,17.6,319.9,MT FALCON T44,9724166,LNG Carrier,84,302,26,9.1
256315665,2019-06-11T04:35:58Z,32.264878,27.816631,10.7,171.4,EVER JEWEL S12,9143609,General Cargo,70,161,20,8.5
256365165,2019-06-11T04:35:58Z,33.332046,31.778666,13.3,243.5,MAERSK HORIZON G53,9227248,Product Tanker,81,193,42,11.3
256393224,2019-06-11T04:35:58Z,31.600804,33.166604,15.4,49.1,HELLAS OASIS Y81,9874315,LNG Carrier,84,266,37,11.7
256475671,2019-06-11T04:35:58Z,32.214199,34.277394,11.3,318.0,MV GLORY J26,9460257,Crude Oil Tanker,80,130,35,16.4
256527258,2019-06-11T04:35:58Z,29.818292,29.146812,10.3,250.5,HELLAS OASIS D84,9830719,General Cargo,70,193,31,14.9
256552696,2019-06-11T04:35:58Z,32.330576,29.585878,9.6,323.1,MV TRADER H72,9433400,Bulk Carrier,70,106,18,13.0
256565759,2019-06-11T04:35:58Z,35.448136,29.068557,20.5,271.7,NORDIC CARRIER T29,9701032,Container Ship,70,189,33,15.5
